commit_num,timestamp,ticket,vote
1,1543935480,0022e810a01471a789c4c9ecb23b22efa98ab84dd7b19b0f58bc887c5469dc42,No
1,1543935480,0e6aab1c70abc4a1a0041cc41a24dbd149efb7b0dc9a73be5e2c85ef1ee55c1f,No
1,1543935480,1810fa18579863d8e047c22099772121eb8ef466a0efec9085bc034b84611180,No
1,1543935480,20e53573687126952d7bc3889cde42169cb1c214427bc2d02a99db4a170533b9,No
1,1543935480,29a6e7d2482dd068cb4482ad3be03fc4f7b66d9d983856e0e45fb4eb0312b894,No
1,1543935480,3003ae1b4e6dfd2c1fabda70467705f66e13c02ac71a90f9163f02adcd040d66,No
1,1543935480,32ca3cbbac1a73e9ebe1bd3946d3f122eae9de73677aa07cc0c7c836179d7212,No
1,1543935480,3336b3662d5788eee7ddb2afdc87c9460e7c027b2265128cb6c798e4fc51e79f,No
1,1543935480,3f5e6ad574a9f0e9c51ba78ef3839340660617687538e9463ebdd9e42effe55b,No
1,1543935480,45bbc0237fc9bb4741dc9702d6987589ae17a6de66769b3e4da53018e0789efd,No
1,1543935480,4be1f74f3ffc0cedacac2a8783996c38fbac2eeb148fa6b2f96309373920c3a5,No
1,1543935480,509d64db0aa2bfffa1bec791089924962b1d07256cc99c4e54f173597971e9b5,No
1,1543935480,5770105aaac81574f735c9ca7a0424ba341af97385a979965fbe60dcbb213c2f,No
1,1543935480,5c4576a518d732b239cd6dbefd310f99a2ea2bc9b0c26a0f51f2cf02be31b558,No
1,1543935480,61c5b4a01a876d225a2f2594c134a1c0e1af52eecb9d7bc132b4b34295597b22,No
1,1543935480,71b74567d1937b9b514b2435f9c24510d2bddaac90906f0f942060aeeb4c8164,No
1,1543935480,7f16c5fb59666868cfadf3096d2e9a2be66dcc17829e95af581204d6509f820a,No
1,1543935480,84825f5012405a9219a0d20799f53069b22aaad81a3d87d0dbb972fa84d87466,No
1,1543935480,8fff5976ce9f4a94b1f15905ee4b65e767a403420cdff66d7df9502dacde3af0,No
1,1543935480,977d35f80a8a44a18435516a3cfc38b729e5c27d740616fcd0709e3cc7f8727c,No
1,1543935480,9db0a92fe479ce58577073762b0408313c2274eccc4f5d2e8565fa0ba5e05c6c,No
1,1543935480,a4786f4a9c7c376c3455ad7bbc46d92e783364da5a5b7b3806de0c98c1837b2f,No
1,1543935480,a57df1eb49ec64cb036a1788fbb5f8e955b8f577fc4d0860f9d690db111ddca5,No
1,1543935480,a625007bc56c46d2295da3d434ecc6fd93a7ddc2b0ab63aca0d42c1576e2fb03,No
1,1543935480,a8e050856ff47c77ef40214b4898b2d48ab8027b1a72dd45ce9d5d9177f3d930,No
1,1543935480,aede11083c7d1dcfc1dfeadb13aa71c439bf4693f2e83e9ee7961f3273c406aa,No
1,1543935480,b3b6926555c19243f692aec061ae6c6f842238c3b0841753762dd889306a7c75,No
1,1543935480,b5fbbab49ff3b7dabb7368d735721ec698150de90e38fb87b5a18800b10b514e,No
1,1543935480,b75916a303662f591c81d70bec330bf06b9b22be1344037455ddab2fb0c11619,No
1,1543935480,b9e43c0571261fb7b05721bff0156fba757b241bd8c1a3179d0876c8960b3b0d,No
1,1543935480,e950529dc53561fe9836e2006fe5c1c6efe1fc4ca06343a47a4b76a3b784e9b3,No
1,1543935480,edb06b0ccf0bf80e1104c91ec73ab4473d88825e840ec4ee4e5481bf9b76dc53,No
1,1543935480,eeae4e3156fc5b15e9fba29e41fd6892b6e63a9ccdb57af39186ae6d83d41aa9,No
1,1543935480,f062c7bb9462c5bc9a2d4941a44414e02e9a0adefe2f47fc4938007078409521,No
1,1543935480,f079b6e18934d327489d910d3389b48bf9c9bf929d792d3b3cfa9ad782e576e9,No
1,1543935480,f59e12cf840a9a9569feaf7ff13a536ee560ab5f74f9276822f63b9302deeeef,No
1,1543935480,007397e98f229000959eef3a26c1622f0a14a4ae817b6eec69a3a67c4bdc2378,No
1,1543935480,0d67107d8d1fa535dedf28749c4cc171eee3fbd4383a59aee645445baf66222a,No
1,1543935480,ce0833e29ca0c6ea81fb80c6c478c653d5d729f1906e5bc64bbd50bdad99e860,No
2,1543939080,3c5ffac207f30368e63783fba6d8ed443e7b2529c91a0c6206eca4cbdf2680ca,No
2,1543939080,411b85de72255c9b981a1900e3948669417fbf9edec147788f2dfd8925ed5447,Yes
2,1543939080,bce8e4ce90c283b01f5138039dc784c00d10947feb214ff549d9f88503907feb,Yes
2,1543939080,031daa5c7e10402af9016e7bc508fc0080616fe07c5c8063c224d93a0baeff7e,No
2,1543939080,043269cd32fda8dcf01631678432bf0b5f9c43ba68616059f4adfacee4039859,No
2,1543939080,0548ad7900df718c762f6c12a6d1381242217723ad6f46bd3544b2a6f7903d0d,No
2,1543939080,06f1ec05dc3073dbee567779b6afbfe47798aaff70ce5cd91e9924e43b88d357,No
2,1543939080,09017330dd881c2fd9e7c52df45747e5d0cc3f8bc89d8062e8b0b4836098aa81,No
2,1543939080,14799154e4817c9876db2a31884b4be648ac5acb48d6c2e62bd04b50a07ede85,No
2,1543939080,14d050afb81c23ab91c375a35af628c22bc17692e055ecec229a7310aae25add,No
2,1543939080,17d00ae31a29d0a2faeb3e2f0a5ed43f270cb71a1f8ed9366912d4c75d6afcd8,No
